type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,7.4,0.17,0.4,5.5,0.037,34.0,161.0,0.994,3.05,0.62,11.5,4
white,8.8,0.32,0.51,6.1,0.054,35.86,103.61,0.989,3.01,0.55,14.1,8
white,7.2,0.26,0.48,9.9,0.093,60.2,273.48,0.993,3.34,0.54,10.6,3
white,6.7,0.26,0.44,9.6,0.06,92.49,246.6,0.998,3.02,0.6,11.0,3
white,6.9,0.54,0.32,7.0,0.01,40.53,99.26,0.997,3.33,0.5,11.6,3
white,6.1,0.22,0.31,1.4,0.039,40.0,129.0,0.992,3.45,0.59,10.9,5
white,6.4,0.22,0.3,1.7,0.032,6.48,77.1,0.989,3.55,0.68,12.9,8
white,6.8,0.34,0.27,5.2,0.06,14.0,169.0,0.993,3.27,0.57,11.6,6
white,7.7,0.3,0.27,9.8,0.017,19.01,104.88,0.99,3.16,0.58,12.8,8
white,6.4,0.25,0.39,5.9,0.043,33.55,134.3,0.988,3.28,0.41,12.0,8
white,8.9,0.07,0.25,7.0,0.042,47.83,241.39,1.0,3.11,0.38,11.4,3
white,6.8,0.24,0.34,4.6,0.032,37.0,135.0,0.993,3.2,0.39,10.6,5
white,6.5,0.49,0.51,2.7,0.032,6.44,85.08,0.993,3.35,0.29,10.4,8
white,6.5,0.28,0.34,4.6,0.054,22.0,130.0,0.992,3.2,0.46,12.0,7
white,6.9,0.23,0.38,6.9,0.034,32.94,144.78,0.99,3.36,0.65,10.5,8
white,6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.994,3.19,0.42,10.0,5
white,4.9,0.24,0.37,0.5,0.043,7.28,107.75,0.99,3.14,0.44,9.6,8
white,7.1,0.28,0.26,1.9,0.049,12.0,86.0,0.993,3.15,0.38,9.4,5
white,8.5,0.21,0.41,4.3,0.036,24.0,99.0,0.995,3.18,0.53,9.7,6
white,7.3,0.36,0.41,10.6,0.064,47.0,120.0,0.999,3.01,0.28,11.1,4
white,5.1,0.28,0.35,5.0,0.055,31.29,134.27,0.993,3.2,0.5,10.1,8
white,6.0,0.4,0.38,0.4,0.007,15.07,130.7,0.991,3.24,0.6,10.2,3
white,8.9,0.07,0.16,7.3,0.04,60.32,289.04,0.995,3.34,0.29,11.0,3
white,6.3,0.2,0.37,11.8,0.045,58.0,130.0,0.995,3.2,0.35,10.8,5
white,6.6,0.39,0.31,7.5,0.009,34.54,91.01,0.996,3.19,0.29,11.0,3
white,7.9,0.6,0.48,12.8,0.009,23.0,119.0,0.998,3.45,0.31,10.6,6
white,6.2,0.32,0.28,0.5,0.051,20.86,103.25,0.99,3.22,0.53,11.3,8
white,6.3,0.27,0.23,2.9,0.047,13.0,100.0,0.994,3.28,0.43,9.8,5
white,7.8,0.41,0.27,5.7,0.011,17.0,80.0,0.995,3.42,0.54,8.8,4
white,7.9,0.33,0.32,4.9,0.058,52.8,136.11,0.994,3.31,0.58,11.6,9
white,6.8,0.22,0.23,0.4,0.108,61.25,227.51,0.999,3.34,0.31,9.2,3
white,6.5,0.28,0.35,9.8,0.067,61.0,180.0,0.997,3.15,0.57,9.0,4
white,6.3,0.29,0.31,7.7,0.062,43.0,107.0,0.994,3.42,0.65,8.0,7
white,6.7,0.16,0.37,1.3,0.036,45.0,125.0,0.99,3.19,0.51,12.4,7
white,7.5,0.08,0.6,10.8,0.08,13.0,65.0,0.989,3.08,0.68,10.7,6
white,4.8,0.57,0.12,9.7,0.049,33.0,64.0,1.0,2.92,0.51,11.7,5
white,6.6,0.24,0.27,1.4,0.057,33.0,152.0,0.993,3.22,0.56,9.5,6
white,7.9,0.26,0.25,5.8,0.049,25.51,130.49,0.994,2.98,0.53,11.9,8
white,6.8,0.26,0.44,5.7,0.026,37.34,146.81,0.991,3.19,0.6,12.2,8
white,7.7,0.17,0.52,5.9,0.017,21.0,84.0,0.993,3.14,0.4,11.9,7
white,5.4,0.4,0.26,1.9,0.052,27.64,72.31,0.988,3.24,0.24,12.2,8
white,7.6,0.23,0.35,0.4,0.011,73.2,222.13,0.997,3.29,0.45,11.7,3
white,6.1,0.16,0.5,0.5,0.046,23.97,170.15,0.991,3.27,0.24,12.0,8
white,7.9,0.17,0.41,2.0,0.007,24.67,167.18,0.993,3.21,0.34,10.8,3
white,8.4,0.45,0.43,4.6,0.071,97.24,164.36,1.0,3.14,0.47,9.9,3
white,7.3,0.17,0.36,8.2,0.028,44.0,111.0,0.993,3.14,0.41,12.4,6
white,6.8,0.44,0.32,2.1,0.013,41.84,77.82,0.997,3.25,0.5,11.5,8
white,6.6,0.5,0.23,8.1,0.05,26.95,33.74,0.994,3.18,0.28,8.0,3
white,7.2,0.1,0.42,3.0,0.039,21.79,139.26,0.997,3.6,0.37,11.8,9
white,7.1,0.33,0.22,3.0,0.057,25.41,65.81,0.991,3.46,0.24,11.9,8
white,7.1,0.42,0.38,0.5,0.025,42.28,126.58,0.995,3.52,0.54,10.9,9
white,6.5,0.32,0.32,1.0,0.037,25.88,182.53,0.992,3.41,0.36,12.3,8
white,7.0,0.33,0.44,2.1,0.007,25.39,151.19,0.999,3.14,0.43,9.6,3
white,6.7,0.36,0.44,8.0,0.13,38.82,103.12,0.997,3.09,0.34,10.6,3
white,8.3,0.2,0.35,0.9,0.05,12.0,74.0,0.992,3.13,0.38,10.5,6
white,7.0,0.42,0.4,0.6,0.095,60.0,81.0,0.994,3.42,0.53,9.6,6
white,6.6,0.25,0.25,1.3,0.04,28.0,85.0,0.99,2.87,0.48,11.2,6
white,5.8,0.33,0.23,5.0,0.053,29.0,106.0,0.995,3.13,0.52,9.0,5
white,6.6,0.07,0.44,6.8,0.007,80.01,114.79,0.996,3.45,0.48,10.8,3
white,6.8,0.24,0.2,2.4,0.026,44.02,173.68,0.993,3.29,0.37,11.1,8
white,7.8,0.39,0.23,0.4,0.059,39.38,271.16,0.994,3.37,0.39,11.6,3
white,7.9,0.38,0.35,5.0,0.037,60.38,118.53,0.99,3.24,0.36,12.6,8
white,7.8,0.25,0.28,7.2,0.04,46.0,179.0,0.995,3.14,0.6,10.1,6
white,7.3,0.29,0.3,13.0,0.043,46.0,238.0,0.999,3.06,0.41,8.7,6
white,5.7,0.28,0.23,7.7,0.036,36.11,139.14,0.99,3.38,0.47,9.0,8
white,6.5,0.07,0.42,0.4,0.132,51.43,102.29,0.996,2.9,0.37,11.5,3
white,6.8,0.16,0.23,5.8,0.126,44.0,142.0,0.994,3.18,0.63,9.1,5
white,5.6,0.23,0.25,8.0,0.043,31.0,101.0,0.994,3.19,0.42,10.4,6
white,6.7,0.28,0.25,0.6,0.05,1.0,52.0,0.998,3.38,0.49,11.3,5
white,7.6,0.24,0.26,0.6,0.068,2.0,118.0,0.995,2.85,0.64,12.2,6
white,6.8,0.34,0.21,2.4,0.033,46.35,112.87,0.991,3.47,0.57,11.5,8
white,5.0,0.48,0.51,5.6,0.013,46.33,119.8,0.994,3.36,0.33,12.0,8
white,7.5,0.23,0.29,2.6,0.031,24.0,98.0,0.992,3.0,0.54,10.9,6
white,8.2,0.4,0.3,4.1,0.009,108.72,175.46,0.993,3.33,0.59,10.2,3
white,5.4,0.14,0.36,9.3,0.034,10.69,88.32,0.988,3.49,0.47,12.3,8
white,6.5,0.42,0.41,0.4,0.073,48.86,71.47,0.991,3.41,0.79,9.5,3
white,5.7,0.25,0.34,7.6,0.045,29.55,144.24,0.99,3.17,0.77,10.1,8
white,6.5,0.32,0.23,8.5,0.051,20.0,138.0,0.994,3.03,0.42,10.7,5
white,8.3,0.38,0.5,1.3,0.11,112.34,151.1,0.994,3.07,0.21,9.9,3
white,7.3,0.42,0.42,0.4,0.1,41.57,73.54,0.994,2.86,0.42,10.8,3
white,6.8,0.22,0.36,1.2,0.052,38.0,127.0,0.993,3.04,0.54,9.2,5
white,5.6,0.32,0.33,7.1,0.042,21.97,115.48,0.989,2.98,0.52,11.4,8
white,5.9,0.15,0.33,9.0,0.05,36.63,111.74,0.991,3.45,0.62,10.2,8
white,8.1,0.19,0.58,16.6,0.049,48.0,181.0,1.001,3.2,0.62,9.1,6
white,5.8,0.25,0.34,6.0,0.031,49.35,104.34,0.989,3.53,0.5,10.8,8
white,6.4,0.12,0.29,5.8,0.042,24.0,99.0,0.992,3.23,0.32,12.0,7
white,9.0,0.31,0.48,6.6,0.043,11.0,73.0,0.994,2.9,0.38,11.6,5
white,5.9,0.59,0.56,5.2,0.06,41.27,47.2,0.994,3.25,0.44,11.0,3
white,7.0,0.21,0.33,3.0,0.03,0.55,234.04,0.994,2.97,0.37,12.0,3
white,6.7,0.27,0.27,0.4,0.097,51.18,89.14,0.997,3.17,0.65,12.1,3
white,7.5,0.44,0.42,4.2,0.1,37.95,135.34,0.99,3.35,0.52,11.0,3
white,7.3,0.32,0.32,1.1,0.007,8.36,162.6,0.998,3.17,0.51,10.5,3
white,7.2,0.23,0.39,1.5,0.053,26.0,106.0,0.992,3.18,0.47,11.1,6
white,9.1,0.42,0.44,6.0,0.08,128.51,150.35,0.997,3.46,0.29,9.3,3
white,5.6,0.13,0.58,4.8,0.019,16.0,84.0,0.992,3.22,0.54,9.3,6
white,6.9,0.34,0.36,1.4,0.032,13.0,145.0,0.992,3.07,0.52,9.8,5
white,5.8,0.45,0.41,4.2,0.071,28.39,148.96,0.997,3.33,0.46,11.2,3
white,7.7,0.17,0.31,9.1,0.044,30.42,105.08,0.993,3.23,0.31,11.0,3
white,5.7,0.35,0.38,2.9,0.017,46.28,124.17,0.991,3.53,0.74,12.1,8
white,6.7,0.33,0.21,9.7,0.065,27.01,147.96,0.994,3.3,0.34,12.8,8
white,5.2,0.28,0.29,5.2,0.035,64.0,138.0,0.99,3.19,0.34,12.4,8
white,6.5,0.18,0.38,1.2,0.031,42.69,89.55,0.987,3.24,0.45,14.1,8
white,7.3,0.27,0.19,3.6,0.047,38.27,118.46,0.993,3.11,0.38,11.4,8
white,6.6,0.44,0.32,11.8,0.029,85.87,31.3,0.991,3.06,0.33,8.0,3
white,5.7,0.26,0.27,4.1,0.201,74.0,190.0,0.994,3.27,0.38,9.4,6
white,6.4,0.44,0.49,5.5,0.01,45.0,46.0,0.993,3.36,0.48,10.3,5
white,7.3,0.24,0.3,2.5,0.042,31.0,104.0,0.991,3.05,0.56,11.3,7
white,6.7,0.24,0.32,9.0,0.023,20.0,109.0,0.993,3.34,0.35,12.6,6
white,7.7,0.11,0.34,14.0,0.04,41.0,114.0,0.996,3.07,0.59,11.0,7
white,5.5,0.22,0.21,1.1,0.017,36.47,138.67,0.991,3.39,0.61,10.6,9
white,7.5,0.49,0.31,8.2,0.034,29.42,177.11,0.995,3.08,0.41,12.4,8
white,7.1,0.45,0.24,2.7,0.04,24.0,87.0,0.989,2.94,0.38,13.4,8
white,6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.995,3.23,0.34,9.5,5
white,6.6,0.32,0.25,6.1,0.036,23.6,131.38,0.994,3.54,0.3,13.2,8
white,7.5,0.27,0.54,0.6,0.07,45.0,158.0,0.996,2.91,0.44,10.7,5
white,8.2,0.27,0.39,7.8,0.039,49.0,208.0,0.998,3.31,0.51,9.5,6
white,8.6,0.18,0.31,8.0,0.03,47.19,8.73,0.993,3.25,0.55,8.5,3
white,5.6,0.18,0.3,10.2,0.028,28.0,131.0,0.995,3.49,0.42,10.8,7
white,7.3,0.14,0.43,0.5,0.042,32.71,107.94,0.991,3.41,0.36,11.2,9
white,7.2,0.31,0.28,4.7,0.042,18.88,101.81,0.99,3.15,0.41,11.4,8
white,6.4,0.33,0.37,0.5,0.056,7.09,61.27,0.992,2.97,0.53,10.7,8
white,6.0,0.27,0.3,14.7,0.044,15.0,144.0,0.997,3.12,0.53,10.3,6
white,5.7,0.33,0.35,0.4,0.101,15.18,240.8,0.991,3.43,0.35,10.9,3
white,7.5,0.76,0.43,0.6,0.009,62.0,124.0,0.992,3.25,0.68,9.7,5
white,8.3,0.38,0.42,1.9,0.099,76.68,67.34,1.001,3.34,0.35,10.1,3
white,7.4,0.4,0.22,11.8,0.007,68.96,138.03,0.995,3.17,0.54,10.5,3
white,8.1,0.24,0.38,6.3,0.02,159.6,183.34,0.993,3.56,0.31,10.5,3
white,5.4,0.3,0.43,10.9,0.039,32.98,183.44,0.998,3.26,0.23,8.7,3
white,6.6,0.19,0.99,1.2,0.122,45.0,129.0,0.994,3.09,0.31,8.7,6
white,7.8,0.33,0.6,1.8,0.009,9.0,136.0,0.992,3.26,0.54,10.8,4
white,5.7,0.1,0.36,4.5,0.033,18.4,129.54,0.993,3.27,0.41,11.6,8
white,8.1,0.45,0.34,8.3,0.037,33.0,216.0,0.998,3.31,0.64,9.7,5
white,6.6,0.29,0.44,7.4,0.059,39.05,127.44,0.987,3.17,0.63,10.9,8
white,6.9,0.18,0.33,1.0,0.054,24.0,164.0,0.993,3.42,0.51,10.5,5
white,7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.995,3.13,0.51,12.0,7
white,8.0,0.25,0.49,9.0,0.044,31.0,185.0,0.998,3.34,0.49,10.0,6
white,7.4,0.23,0.3,0.4,0.109,80.04,138.11,0.997,2.93,0.53,9.7,3
white,7.4,0.27,0.52,15.7,0.054,36.0,139.0,0.998,3.04,0.62,10.0,6
white,7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.998,3.01,0.47,9.2,5
white,7.3,0.39,0.05,0.6,0.075,47.0,108.0,0.996,3.13,0.26,10.1,5
white,7.6,0.56,0.12,10.4,0.096,22.0,177.0,0.998,3.32,0.45,9.1,4
white,6.6,0.34,0.21,1.2,0.046,48.43,117.66,0.992,3.17,0.56,11.4,8
white,7.4,0.28,0.5,12.1,0.049,48.0,122.0,0.997,3.01,0.44,9.0,5
white,7.3,0.1,0.35,3.1,0.045,41.05,142.27,0.992,3.22,0.55,13.8,8
white,5.8,0.31,0.5,9.3,0.029,34.56,184.47,0.99,3.43,0.51,11.9,8
white,6.3,0.32,0.31,2.8,0.019,40.17,101.28,0.993,3.24,0.51,12.9,8
white,5.0,0.3,0.22,11.3,0.045,45.21,75.6,0.994,3.25,0.63,12.7,8
white,6.4,0.27,0.33,4.7,0.035,45.53,167.48,0.992,3.3,0.34,11.7,3
white,6.8,0.07,0.53,6.8,0.047,52.53,8.73,0.995,2.87,0.62,11.8,3
white,6.5,0.07,0.39,3.0,0.059,16.79,116.41,0.996,3.36,0.67,9.9,3
white,9.1,0.17,0.25,7.7,0.065,30.0,131.0,0.996,3.27,0.3,10.0,6
white,7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.998,2.98,0.48,9.0,7
white,6.2,0.46,0.25,4.4,0.066,62.0,207.0,0.994,3.25,0.52,9.8,5
white,7.3,0.33,0.36,13.1,0.044,10.33,147.89,0.999,3.08,0.53,11.8,8
white,6.5,0.09,0.39,8.3,0.019,16.25,12.67,0.997,3.12,0.58,11.6,3
white,6.7,0.31,0.08,1.3,0.038,58.0,147.0,0.992,3.18,0.46,10.0,5
white,7.2,0.19,0.46,3.8,0.041,82.0,187.0,0.993,3.19,0.6,11.2,7
white,5.2,0.41,0.34,3.0,0.027,2.59,124.96,0.988,3.11,0.42,10.8,8
white,6.1,0.24,0.27,5.7,0.027,17.81,152.78,0.992,3.11,0.52,13.6,9
white,7.3,0.38,0.31,8.3,0.054,29.87,95.31,0.992,3.16,0.55,9.4,8
white,7.0,0.43,0.37,5.7,0.058,20.98,107.93,0.99,3.11,0.47,10.4,3
white,7.1,0.5,0.4,0.9,0.096,0.35,154.29,0.996,3.25,0.62,8.7,3
white,6.8,0.24,0.34,2.2,0.027,22.53,132.35,0.992,2.89,0.68,9.5,8
white,5.9,0.1,0.3,10.8,0.032,28.56,114.87,0.992,3.26,0.32,14.1,8
white,6.5,0.47,0.53,1.5,0.02,157.77,164.34,0.994,3.09,0.59,9.9,3
white,6.7,0.41,0.42,9.2,0.053,45.7,208.0,1.001,3.25,0.43,10.9,3
white,8.5,0.49,0.23,4.4,0.024,125.83,218.47,0.997,3.15,0.44,8.4,3
white,8.2,0.56,0.53,2.4,0.066,23.0,150.0,0.993,3.27,0.49,12.5,6
white,7.2,0.24,0.3,1.2,0.037,11.0,95.0,0.989,2.96,0.36,12.5,6
white,7.4,0.12,0.16,17.5,0.041,17.0,131.0,0.994,2.99,0.48,9.3,6
white,8.1,0.08,0.32,14.5,0.013,66.64,398.33,0.99,3.07,0.56,9.4,3
white,5.8,0.34,0.21,7.2,0.041,48.0,146.0,0.994,3.16,0.49,9.8,5
white,6.1,0.09,0.38,0.6,0.049,12.0,68.0,0.994,3.05,0.55,9.4,6
white,5.8,0.32,0.37,9.8,0.031,37.78,170.84,0.992,3.2,0.47,13.2,8
white,7.3,0.32,0.65,0.5,0.054,56.75,102.11,0.993,3.42,0.68,10.1,8
white,7.5,0.42,0.31,4.8,0.034,33.78,155.59,0.994,3.29,0.52,11.2,8
white,6.0,0.07,0.49,2.2,0.068,58.45,91.17,0.99,3.24,0.49,11.3,3
white,8.1,0.25,0.38,3.8,0.051,18.0,129.0,0.993,3.21,0.38,11.5,6
white,7.2,0.34,0.45,0.5,0.042,33.11,93.76,0.99,3.18,0.48,9.6,9
white,7.3,0.26,0.36,5.2,0.04,31.0,141.0,0.993,3.16,0.59,11.0,6
white,6.5,0.22,0.44,8.9,0.076,49.0,151.0,1.0,3.04,0.59,12.3,4
white,5.0,0.09,0.11,1.9,0.036,104.09,243.99,0.994,3.11,0.8,11.1,3
white,6.9,0.44,0.39,0.5,0.032,53.15,98.9,0.992,3.09,0.64,11.7,8
white,7.8,0.52,0.48,9.1,0.014,48.65,98.85,0.988,3.19,0.34,12.6,8
white,7.5,0.33,0.44,5.0,0.058,62.0,96.0,0.997,3.23,0.47,10.2,5
white,6.2,0.36,0.14,8.9,0.036,38.0,155.0,0.996,3.27,0.5,9.4,5
white,5.7,0.24,0.21,4.4,0.063,25.53,143.83,0.99,3.36,0.52,12.4,8
white,6.4,0.49,0.38,0.4,0.04,150.46,8.73,0.997,3.2,0.58,11.8,3
white,6.4,0.34,0.1,1.1,0.048,19.0,84.0,0.993,3.21,0.38,9.8,5
white,6.6,0.24,0.38,12.8,0.034,8.0,74.0,0.994,3.1,0.57,12.9,6
white,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.999,3.1,0.5,9.2,6
white,7.1,0.38,0.39,8.3,0.048,7.83,114.13,0.993,3.08,0.59,10.0,8
white,6.4,0.28,0.42,5.2,0.078,10.17,124.72,0.991,3.42,0.71,11.3,8
white,8.1,0.66,0.34,8.2,0.031,47.37,84.98,0.997,3.17,0.66,10.7,3
white,7.1,0.32,0.22,0.5,0.108,31.07,74.26,0.99,2.86,0.48,10.0,3
white,7.1,0.38,0.37,4.6,0.054,42.85,130.91,0.991,3.18,0.41,11.8,8
white,6.4,0.1,0.31,0.5,0.039,35.97,134.05,0.99,3.07,0.54,9.4,8
white,6.9,0.25,0.35,1.3,0.039,29.0,191.0,0.991,3.13,0.52,11.0,6
white,4.3,0.35,0.4,0.5,0.037,35.44,116.18,0.992,3.01,0.41,12.6,8
white,6.9,0.25,0.36,7.0,0.055,32.2,73.62,0.993,3.03,0.73,12.7,8
white,5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.998,3.3,0.5,10.1,5
white,5.8,0.52,0.43,14.0,0.04,17.98,65.71,0.998,3.05,0.5,11.8,3
white,8.0,0.28,0.3,8.4,0.03,35.0,115.0,0.992,2.93,0.42,12.3,6
white,7.6,0.39,0.28,10.7,0.035,13.83,90.68,0.992,3.29,0.53,10.4,8
white,6.6,0.29,0.73,2.2,0.027,21.0,92.0,0.99,3.12,0.48,12.4,6
white,7.2,0.23,0.18,4.4,0.048,31.12,122.84,0.993,3.33,0.36,13.6,8
white,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.99,3.23,0.58,13.1,7
white,8.2,0.23,0.29,1.8,0.047,47.0,187.0,0.993,3.13,0.5,10.2,6
white,7.0,0.22,0.34,7.3,0.039,37.71,148.72,0.993,3.25,0.47,13.8,8
white,7.6,0.4,0.27,5.2,0.03,32.0,101.0,0.992,3.22,0.62,12.3,7
white,6.3,0.32,0.26,12.0,0.049,63.0,170.0,0.996,3.14,0.55,9.9,6
white,8.5,0.23,0.21,2.9,0.097,7.62,211.35,0.996,3.32,0.38,9.1,3
white,7.8,0.43,0.47,10.4,0.036,26.77,158.8,0.994,3.35,0.49,9.7,8
white,8.8,0.07,0.24,1.1,0.078,55.03,24.8,0.994,3.02,0.6,9.1,3
white,6.4,0.37,0.33,12.5,0.04,1.11,285.21,0.994,3.26,0.43,10.0,3
white,5.3,0.36,0.31,1.6,0.037,11.01,288.82,0.998,3.26,0.67,10.3,3
white,7.3,0.07,0.27,10.4,0.067,85.38,8.73,0.994,3.35,0.48,10.3,3
white,7.0,0.37,0.28,3.3,0.029,43.84,98.7,0.991,3.57,0.57,12.3,8
white,6.1,0.43,0.37,1.7,0.024,39.82,109.36,0.99,3.13,0.37,13.1,8
white,6.8,0.25,0.3,11.8,0.043,53.0,133.0,0.995,3.03,0.58,10.4,6
white,6.9,0.23,0.32,16.4,0.045,62.0,153.0,0.997,3.22,0.42,10.5,5
white,7.0,0.34,0.3,4.0,0.049,18.1,178.06,0.995,3.3,0.31,13.2,8
white,7.3,0.22,0.3,8.2,0.047,42.0,207.0,0.997,3.33,0.46,9.5,6
white,7.1,0.18,0.49,1.3,0.033,12.0,72.0,0.991,3.05,0.53,11.3,7
white,5.9,0.29,0.32,1.4,0.022,17.0,47.0,0.99,3.35,0.35,11.5,6
white,8.0,0.17,0.56,14.0,0.096,63.78,127.51,0.994,2.88,0.71,10.8,3
white,8.3,0.23,0.54,2.0,0.055,6.52,167.44,0.993,3.11,0.6,10.5,3
white,5.9,0.07,0.26,3.2,0.039,73.18,148.12,0.998,3.1,0.67,8.0,3
white,5.9,0.23,0.24,1.6,0.037,32.0,115.0,0.991,3.21,0.51,11.4,6
white,6.0,0.33,0.38,0.5,0.061,23.63,117.13,0.989,3.14,0.59,10.6,8
white,8.3,0.47,0.39,5.5,0.024,119.1,91.46,0.999,3.2,0.64,10.1,3
white,6.8,0.34,0.44,6.6,0.052,28.0,156.0,0.996,3.14,0.41,9.6,5
white,6.7,0.1,0.32,12.4,0.051,34.0,106.0,0.998,3.54,0.45,9.2,6
white,6.6,0.52,0.33,4.8,0.02,117.42,207.96,0.994,3.17,0.21,10.3,3
white,7.9,0.35,0.25,12.1,0.041,54.0,117.0,0.99,3.23,0.66,11.3,5
white,8.1,0.36,0.41,8.6,0.025,22.59,137.67,0.987,3.28,0.66,11.0,8
white,6.3,0.5,0.31,3.7,0.108,125.33,165.57,0.996,3.1,0.44,10.3,3
white,8.1,0.42,0.42,2.6,0.007,115.77,233.89,0.996,3.27,0.72,10.5,3
white,7.4,0.46,0.32,15.6,0.053,12.41,36.29,0.992,3.06,0.43,10.5,3
white,6.4,0.32,0.23,16.2,0.055,36.0,176.0,0.999,3.26,0.54,9.1,5
white,9.5,0.36,0.23,7.1,0.015,84.61,174.72,0.996,3.51,0.44,9.1,3
white,5.0,0.26,0.26,7.8,0.029,32.9,116.57,0.995,3.28,0.48,11.8,8
white,8.1,0.39,0.23,1.4,0.041,18.01,90.64,0.992,3.25,0.52,12.3,8
white,7.8,0.12,0.47,0.8,0.027,41.49,154.07,0.993,3.33,0.58,9.8,8
white,10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,6
white,5.8,0.27,0.22,12.7,0.058,42.0,206.0,0.995,3.32,0.38,12.3,6
white,4.8,0.65,0.12,1.1,0.013,4.0,10.0,0.992,3.32,0.36,13.5,4
white,6.0,0.46,0.47,4.2,0.021,12.26,162.91,0.996,3.31,0.5,13.5,8
white,6.2,0.17,0.26,11.3,0.054,75.94,70.16,0.995,3.23,0.43,12.7,3
white,8.4,0.59,0.33,7.5,0.007,37.46,41.27,0.996,3.28,0.74,9.4,3
white,6.3,0.29,0.23,14.2,0.037,24.0,99.0,0.995,3.08,0.38,10.6,6
white,5.8,0.2,0.24,1.4,0.033,65.0,169.0,0.99,3.59,0.56,12.3,7
white,7.8,0.29,0.16,3.3,0.082,1.0,166.0,0.993,3.1,0.53,10.3,7
white,5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.992,3.39,0.4,11.3,6
white,8.2,0.46,0.27,1.6,0.146,48.18,190.94,0.995,3.14,0.51,10.7,3
white,5.5,0.38,0.36,8.0,0.054,10.72,142.34,0.994,3.21,0.31,11.1,3
white,7.2,0.21,0.28,2.7,0.033,38.0,94.0,0.991,2.99,0.43,11.8,7
white,4.9,0.59,0.42,0.4,0.11,96.08,133.75,0.994,3.3,0.5,12.8,3
white,6.6,0.5,0.2,8.5,0.104,1.0,172.0,0.994,3.26,0.74,11.6,5
white,8.4,0.46,0.38,5.9,0.045,51.51,30.9,0.997,3.12,0.41,10.6,3
white,6.9,0.3,0.33,4.1,0.035,26.0,155.0,0.992,3.25,0.79,12.3,8
white,6.2,0.29,0.49,0.5,0.068,18.36,140.69,0.994,3.15,0.54,11.2,8
white,6.8,0.33,0.34,6.9,0.046,38.26,170.05,0.989,3.2,0.59,10.7,9
white,6.4,0.44,0.27,4.3,0.013,7.2,101.73,0.991,3.25,0.24,12.7,8
white,8.3,0.16,0.48,1.7,0.057,31.0,98.0,0.994,3.15,0.41,10.3,6
white,7.7,0.32,0.48,2.3,0.04,28.0,114.0,0.991,3.2,0.52,12.8,7
white,8.3,0.32,0.28,7.1,0.11,7.25,206.46,0.996,2.96,0.53,10.5,3
white,8.9,0.23,0.39,16.4,0.092,36.58,45.48,0.991,3.03,0.37,11.7,3
white,6.5,0.24,0.5,3.0,0.025,14.02,75.43,0.992,3.29,0.24,11.7,8
white,5.7,0.4,0.27,4.8,0.07,5.64,96.48,0.995,3.28,0.64,10.9,3
white,5.3,0.45,0.31,0.4,0.05,114.3,9.03,1.001,3.24,0.5,12.5,3
white,8.1,0.14,0.4,1.1,0.037,55.42,116.6,0.991,3.6,0.77,11.8,8
white,7.1,0.27,0.24,4.6,0.031,46.05,113.82,0.994,3.1,0.28,12.8,8
white,8.9,0.33,0.34,1.4,0.056,14.0,171.0,0.995,3.13,0.47,9.7,5
white,7.1,0.31,0.29,0.9,0.041,24.77,103.85,0.99,3.17,0.41,13.0,8
white,9.4,0.48,0.16,0.6,0.038,45.0,30.0,0.994,3.45,0.54,10.2,4
white,8.8,0.33,0.36,2.1,0.034,19.0,125.0,0.992,2.96,0.98,12.7,6
white,8.0,0.14,0.17,0.5,0.032,23.99,95.73,0.995,3.28,0.44,12.5,8
white,4.8,0.23,0.25,3.9,0.032,45.18,114.57,0.994,2.93,0.58,12.6,8
white,7.5,0.2,0.32,8.6,0.042,55.56,147.55,0.996,3.23,0.47,13.0,8
white,7.6,0.26,0.36,8.2,0.026,51.74,145.35,0.993,2.86,0.46,10.9,3
white,6.2,0.37,0.52,7.5,0.061,21.38,109.64,0.994,3.3,0.25,13.6,8
white,7.4,0.45,0.32,7.1,0.044,17.0,117.0,0.996,3.32,0.41,10.4,4
white,5.0,0.17,0.3,7.0,0.019,6.25,122.24,0.989,3.26,0.43,12.4,8
white,6.8,0.22,0.22,2.6,0.051,86.96,293.37,0.997,3.17,0.54,11.5,3
white,5.8,0.22,0.25,1.5,0.024,21.0,109.0,0.992,3.37,0.58,10.4,6
white,7.0,0.14,0.4,1.7,0.035,16.0,85.0,0.991,3.19,0.42,11.8,6
white,5.3,0.6,0.34,1.4,0.031,3.0,60.0,0.989,3.27,0.38,13.0,6
white,7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.991,3.01,0.7,12.8,6
white,6.0,0.33,0.5,1.2,0.09,23.55,187.87,0.998,3.16,0.6,8.5,3
