type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_binned,Predicted_Quality
1,7.4,0.44,0.36,2.0,0.009,29.0,209.0,0.996,3.11,0.45,10.3,3,Low Quality,Low Quality
1,7.4,0.41,0.34,4.7,0.042,19.0,127.0,0.995,3.25,0.42,10.4,5,Medium Quality,Medium Quality
1,3.9,0.46,0.4,2.0,0.036,24.0,167.0,0.996,3.36,0.35,9.4,5,Medium Quality,Medium Quality
1,7.5,0.35,0.5,2.6,0.043,72.0,206.0,0.993,3.11,0.47,9.8,3,Low Quality,Medium Quality
1,7.0,0.32,0.29,7.6,0.025,35.0,124.0,0.992,3.15,0.65,12.8,7,Medium Quality,High Quality
0,10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.002,3.16,0.69,9.2,6,Medium Quality,Medium Quality
0,6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,5,Medium Quality,Medium Quality
1,6.9,0.21,0.28,2.4,0.056,49.0,159.0,0.994,3.02,0.47,8.8,8,High Quality,Medium Quality
1,7.7,0.29,0.29,4.8,0.06,27.0,156.0,0.996,3.49,0.59,10.3,6,Medium Quality,Medium Quality
0,8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.995,3.27,0.55,9.7,5,Medium Quality,Medium Quality
1,7.2,0.27,0.31,1.2,0.031,27.0,80.0,0.989,3.03,0.33,12.7,6,Medium Quality,Medium Quality
1,6.7,0.36,0.26,7.9,0.034,39.0,123.0,0.991,2.99,0.3,12.2,7,Medium Quality,High Quality
1,7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.993,3.51,0.47,10.7,6,Medium Quality,Medium Quality
0,8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.999,3.37,0.58,10.3,5,Medium Quality,Medium Quality
1,5.9,0.31,0.3,7.7,0.047,60.0,206.0,0.995,3.2,0.39,9.6,6,Medium Quality,Medium Quality
1,7.4,0.31,0.24,9.5,0.067,35.0,85.0,0.999,3.1,0.41,11.7,5,Medium Quality,Medium Quality
0,8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.995,3.2,0.58,9.8,5,Medium Quality,Medium Quality
0,7.0,0.59,0.0,1.7,0.052,3.0,8.0,0.996,3.41,0.47,10.3,5,Medium Quality,Medium Quality
0,7.2,0.09,0.36,1.9,0.066,6.0,6.0,0.998,3.08,0.46,9.9,6,Medium Quality,Medium Quality
1,7.2,0.22,0.24,1.4,0.041,17.0,159.0,0.992,3.25,0.53,11.2,6,Medium Quality,Medium Quality
1,7.6,0.28,0.17,1.6,0.046,28.0,117.0,0.993,3.08,0.43,10.0,5,Medium Quality,Medium Quality
1,11.2,0.54,0.22,15.9,0.043,41.0,84.0,0.994,3.38,0.46,11.9,6,Medium Quality,Low Quality
1,7.8,0.34,0.34,6.6,0.009,21.0,13.0,0.994,3.1,0.45,11.0,3,Low Quality,Medium Quality
1,6.5,0.51,0.25,1.7,0.048,39.0,177.0,0.992,3.28,0.57,10.6,5,Medium Quality,Medium Quality
0,8.4,0.43,0.48,0.6,0.041,29.0,104.0,1.0,2.95,0.27,11.0,6,Medium Quality,Medium Quality
1,5.2,0.4,0.24,10.6,0.088,62.0,158.0,0.994,3.1,0.7,12.0,6,Medium Quality,Low Quality
1,6.2,0.32,0.5,6.5,0.048,61.0,186.0,0.995,3.19,0.45,9.6,5,Medium Quality,Medium Quality
1,7.1,0.26,0.49,2.2,0.032,31.0,113.0,0.99,3.37,0.42,12.9,9,High Quality,High Quality
1,7.0,0.17,0.31,4.8,0.034,34.0,132.0,0.994,3.36,0.48,9.6,7,Medium Quality,Medium Quality
0,6.5,0.22,0.17,4.1,0.091,23.0,92.0,0.998,3.06,0.5,11.4,4,Medium Quality,Medium Quality
0,5.0,0.11,0.42,7.9,0.078,15.0,150.0,0.993,3.1,0.46,11.8,6,Medium Quality,Low Quality
1,6.8,0.36,0.32,8.9,0.077,12.0,143.0,0.998,3.07,0.51,8.7,8,High Quality,Medium Quality
1,8.4,0.59,0.44,0.6,0.106,35.0,89.0,0.997,3.14,0.49,10.8,5,Medium Quality,Medium Quality
1,8.1,0.5,0.22,0.6,0.115,30.0,124.0,0.997,3.01,0.68,9.8,5,Medium Quality,Medium Quality
0,8.5,0.42,0.15,0.6,0.009,38.0,193.0,0.995,3.29,0.38,9.2,8,High Quality,Medium Quality
0,9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.996,3.15,0.92,11.7,8,High Quality,High Quality
0,7.4,0.48,0.4,7.4,0.032,27.0,114.0,0.993,3.38,0.41,10.8,6,Medium Quality,Low Quality
1,7.1,0.25,0.16,0.6,0.079,34.0,73.0,0.992,3.26,0.58,9.5,5,Medium Quality,Medium Quality
1,6.6,0.25,0.3,1.6,0.046,32.0,134.0,0.993,3.42,0.51,10.1,7,Medium Quality,Medium Quality
0,6.7,0.4,0.14,7.2,0.104,20.0,105.0,0.992,3.1,0.45,11.3,3,Low Quality,Low Quality
1,6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.991,3.32,0.65,11.5,6,Medium Quality,Medium Quality
1,5.9,0.28,0.39,1.4,0.031,47.0,147.0,0.988,3.08,0.64,12.9,7,Medium Quality,Medium Quality
0,7.9,0.18,0.4,2.2,0.049,38.0,67.0,0.996,3.33,0.93,11.3,5,Medium Quality,Medium Quality
1,8.9,0.21,0.34,7.1,0.037,33.0,150.0,0.996,3.1,0.45,9.7,6,Medium Quality,Medium Quality
0,7.0,0.74,0.12,1.8,0.114,15.0,64.0,0.996,3.22,0.59,9.5,6,Medium Quality,Medium Quality
1,8.1,0.35,0.35,8.5,0.027,22.0,87.0,0.997,3.29,0.36,9.9,6,Medium Quality,Medium Quality
1,7.0,0.23,0.32,1.8,0.048,25.0,113.0,0.992,3.11,0.47,11.1,6,Medium Quality,Medium Quality
0,9.2,0.43,0.35,2.2,0.056,26.0,79.0,0.995,3.27,0.59,11.1,6,Medium Quality,Medium Quality
1,7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.997,3.18,0.79,10.4,6,Medium Quality,Medium Quality
1,8.2,0.28,0.42,1.8,0.031,30.0,93.0,0.992,3.09,0.39,11.4,5,Medium Quality,Medium Quality
0,7.0,0.23,0.68,3.6,0.009,1.0,114.0,0.995,3.35,0.65,11.4,5,Medium Quality,Medium Quality
1,6.9,0.21,0.33,1.4,0.056,35.0,136.0,0.994,3.63,0.78,10.3,6,Medium Quality,Medium Quality
0,8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.997,3.26,0.63,10.2,6,Medium Quality,Medium Quality
1,6.8,0.18,0.21,5.4,0.053,34.0,104.0,0.994,3.3,0.43,9.4,5,Medium Quality,Medium Quality
1,6.3,0.18,0.36,1.2,0.034,26.0,111.0,0.991,3.16,0.51,11.0,6,Medium Quality,Medium Quality
0,8.1,0.47,0.0,13.4,0.068,34.0,109.0,0.995,3.09,0.55,8.8,7,Medium Quality,Low Quality
1,7.2,0.27,0.19,1.1,0.025,27.0,148.0,0.994,3.21,0.41,12.8,3,Low Quality,High Quality
1,6.7,0.21,0.34,1.4,0.049,36.0,112.0,0.991,3.02,0.5,11.0,6,Medium Quality,Medium Quality
1,8.3,0.28,0.4,7.8,0.041,38.0,194.0,0.998,3.34,0.51,9.6,6,Medium Quality,Medium Quality
1,7.7,0.12,0.09,3.2,0.06,27.0,6.0,0.992,3.37,0.5,10.7,6,Medium Quality,Medium Quality
0,6.2,0.44,0.39,2.5,0.077,6.0,14.0,0.996,3.51,0.69,11.0,6,Medium Quality,Medium Quality
1,6.3,0.23,0.22,3.8,0.039,37.0,116.0,0.993,3.23,0.5,10.7,6,Medium Quality,Medium Quality
0,6.5,0.16,0.15,17.9,0.009,14.0,100.0,0.994,3.02,0.62,12.8,5,Medium Quality,Medium Quality
1,6.1,0.34,0.27,2.6,0.024,20.0,105.0,0.991,3.4,0.67,12.2,7,Medium Quality,Medium Quality
1,8.3,0.26,0.14,6.6,0.024,1.0,145.0,1.0,3.13,0.51,9.1,3,Low Quality,Medium Quality
1,7.7,0.34,0.58,11.1,0.039,41.0,151.0,0.998,3.06,0.49,8.6,5,Medium Quality,Medium Quality
0,6.3,0.98,0.01,2.0,0.057,15.0,33.0,0.995,3.6,0.46,11.2,6,Medium Quality,Medium Quality
0,7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.997,3.25,0.56,9.2,5,Medium Quality,Medium Quality
1,7.0,0.34,0.26,10.3,0.041,51.0,166.0,0.994,3.08,0.35,11.6,6,Medium Quality,Medium Quality
1,7.0,0.24,0.34,3.0,0.035,36.0,102.0,0.99,3.18,0.43,12.2,6,Medium Quality,Medium Quality
1,6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.993,3.3,0.46,9.6,5,Medium Quality,Medium Quality
1,6.6,0.15,0.32,6.0,0.033,59.0,128.0,0.992,3.19,0.71,12.1,8,High Quality,High Quality
0,10.4,0.38,0.41,5.6,0.055,42.0,44.0,0.996,3.2,0.61,10.2,5,Medium Quality,High Quality
0,7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,6,Medium Quality,Medium Quality
1,9.2,0.34,0.27,1.2,0.026,17.0,73.0,0.992,3.08,0.39,10.8,5,Medium Quality,Medium Quality
1,7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.999,3.07,0.53,9.1,7,Medium Quality,Medium Quality
1,7.7,0.18,0.53,1.2,0.041,42.0,167.0,0.991,3.11,0.44,11.9,5,Medium Quality,Medium Quality
0,12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,9.2,6,Medium Quality,Medium Quality
1,5.8,0.3,0.09,6.3,0.042,36.0,138.0,0.994,3.15,0.48,9.7,5,Medium Quality,Medium Quality
1,8.4,0.24,0.21,0.6,0.058,14.0,155.0,0.996,3.16,0.47,10.9,5,Medium Quality,Medium Quality
1,6.4,0.25,0.32,0.9,0.034,40.0,114.0,0.991,3.31,0.58,10.8,7,Medium Quality,Medium Quality
1,7.0,0.21,0.28,8.7,0.045,37.0,222.0,0.995,3.25,0.54,10.4,6,Medium Quality,Medium Quality
1,6.0,0.2,0.32,3.0,0.031,26.0,118.0,0.991,3.38,0.68,11.2,7,Medium Quality,Medium Quality
0,8.1,0.45,0.1,1.1,0.069,60.0,101.0,0.993,3.24,0.64,9.7,4,Medium Quality,Medium Quality
1,6.5,0.29,0.53,1.7,0.04,41.0,192.0,0.992,3.26,0.59,10.4,7,Medium Quality,Medium Quality
1,6.1,0.27,0.43,7.5,0.049,65.0,243.0,0.996,3.12,0.47,9.0,5,Medium Quality,Medium Quality
1,6.2,0.32,0.16,7.0,0.045,30.0,136.0,0.995,3.18,0.47,9.6,6,Medium Quality,Medium Quality
1,8.1,0.46,0.31,1.7,0.052,50.0,183.0,0.992,3.03,0.42,11.2,5,Medium Quality,Medium Quality
0,5.9,0.22,0.18,7.1,0.092,74.0,182.0,0.994,3.26,0.27,10.3,5,Medium Quality,Medium Quality
1,5.1,0.3,0.3,2.3,0.048,40.0,150.0,0.989,3.29,0.46,12.2,6,Medium Quality,Medium Quality
1,7.4,0.25,0.28,7.2,0.028,14.0,78.0,0.992,2.94,0.37,11.5,7,Medium Quality,Medium Quality
1,7.9,0.19,0.26,2.1,0.039,8.0,143.0,0.994,3.05,0.74,9.8,5,Medium Quality,Medium Quality
1,6.4,0.35,0.2,5.7,0.034,18.0,117.0,0.994,3.33,0.43,10.1,5,Medium Quality,Medium Quality
1,6.6,0.27,0.32,1.3,0.044,18.0,93.0,0.99,3.11,0.56,12.2,5,Medium Quality,Medium Quality
1,7.9,0.2,0.34,1.2,0.04,29.0,118.0,0.993,3.14,0.41,10.6,6,Medium Quality,Medium Quality
1,6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.994,3.36,0.33,10.1,7,Medium Quality,Medium Quality
1,8.6,0.4,0.35,10.7,0.087,30.0,102.0,0.996,3.11,0.59,10.1,6,Medium Quality,Low Quality
1,5.7,0.25,0.32,12.2,0.041,43.0,127.0,0.995,3.23,0.53,10.4,7,Medium Quality,Medium Quality
0,7.0,0.2,0.49,7.4,0.009,42.0,156.0,0.996,3.43,0.6,9.2,6,Medium Quality,Medium Quality
0,5.3,0.17,0.32,0.6,0.075,36.0,111.0,0.998,3.05,0.49,11.3,5,Medium Quality,Medium Quality
0,6.3,0.39,0.08,1.7,0.066,3.0,20.0,0.995,3.34,0.58,9.4,5,Medium Quality,Medium Quality
1,8.8,0.69,0.62,9.3,0.03,13.0,223.0,0.992,3.03,0.6,10.5,6,Medium Quality,Low Quality
0,8.0,0.38,0.24,15.6,0.075,41.0,134.0,0.995,3.01,0.8,11.1,6,Medium Quality,Medium Quality
1,7.9,0.18,0.37,1.2,0.04,16.0,75.0,0.992,3.18,0.63,10.8,5,Medium Quality,Medium Quality
1,7.5,0.08,0.6,10.8,0.08,13.0,65.0,0.989,3.08,0.68,10.7,6,Medium Quality,Medium Quality
0,7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.996,3.4,0.53,10.1,6,Medium Quality,Medium Quality
0,9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.998,3.27,0.72,9.6,5,Medium Quality,Medium Quality
0,6.3,0.52,0.19,10.8,0.107,30.0,51.0,0.996,3.45,0.94,11.6,6,Medium Quality,Medium Quality
0,7.8,0.56,0.35,5.7,0.045,50.0,133.0,0.996,3.31,0.52,9.8,5,Medium Quality,Medium Quality
1,8.3,0.21,0.4,1.6,0.032,35.0,110.0,0.991,3.02,0.6,12.9,7,Medium Quality,High Quality
1,8.6,0.24,0.3,8.2,0.1,23.0,128.0,0.993,3.48,0.6,12.4,5,Medium Quality,Low Quality
1,6.5,0.24,0.38,1.0,0.027,31.0,90.0,0.989,3.24,0.36,12.3,6,Medium Quality,Medium Quality
1,7.8,0.23,0.28,4.8,0.042,45.0,166.0,0.993,2.96,0.4,11.5,5,Medium Quality,Medium Quality
1,7.1,0.17,0.31,1.6,0.037,15.0,103.0,0.991,3.14,0.5,12.0,6,Medium Quality,Medium Quality
1,6.3,0.27,0.46,11.8,0.037,61.0,212.0,0.997,3.25,0.53,9.5,6,Medium Quality,Medium Quality
1,8.6,0.16,0.38,3.4,0.04,41.0,143.0,0.993,2.95,0.39,10.2,6,Medium Quality,Medium Quality
1,5.7,0.26,0.3,0.6,0.059,41.0,124.0,0.994,2.96,0.23,10.6,4,Medium Quality,Medium Quality
0,12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.999,2.88,0.82,9.8,8,High Quality,High Quality
1,6.6,0.25,0.31,1.5,0.035,32.0,127.0,0.992,3.41,0.47,11.3,6,Medium Quality,Medium Quality
0,6.1,0.22,0.17,12.3,0.018,47.0,51.0,0.999,3.06,0.56,9.0,5,Medium Quality,Medium Quality
1,5.9,0.42,0.02,0.8,0.038,22.0,63.0,0.993,3.36,0.36,9.3,5,Medium Quality,Medium Quality
0,6.9,0.37,0.34,17.9,0.043,38.0,57.0,0.994,3.24,0.54,9.9,6,Medium Quality,Medium Quality
1,7.3,0.35,0.51,3.5,0.041,7.0,148.0,0.999,3.39,0.73,9.1,5,Medium Quality,Medium Quality
1,7.0,0.11,0.36,0.6,0.015,26.0,92.0,0.998,3.21,0.44,12.5,6,Medium Quality,Medium Quality
0,7.9,0.18,0.4,1.8,0.062,7.0,20.0,0.994,3.28,0.7,11.1,5,Medium Quality,Medium Quality
1,6.8,0.45,0.36,5.0,0.033,28.0,156.0,0.991,3.11,0.4,12.4,7,Medium Quality,High Quality
1,6.7,0.24,0.26,12.6,0.053,44.0,182.0,0.998,3.42,0.42,9.7,5,Medium Quality,Medium Quality
0,8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.998,3.27,0.6,9.3,6,Medium Quality,Medium Quality
0,6.3,0.17,0.35,7.1,0.009,11.0,229.0,0.995,3.39,0.69,11.3,5,Medium Quality,Low Quality
1,6.6,0.26,0.56,15.4,0.053,32.0,141.0,0.998,3.11,0.49,9.3,5,Medium Quality,Medium Quality
1,7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.998,3.3,0.79,9.6,6,Medium Quality,Medium Quality
1,5.8,0.18,0.37,1.2,0.036,19.0,74.0,0.989,3.09,0.49,12.7,7,Medium Quality,Medium Quality
0,7.1,0.08,0.52,1.7,0.041,37.0,90.0,0.996,3.14,0.47,13.0,4,Medium Quality,Medium Quality
1,6.9,0.3,0.45,1.4,0.039,36.0,122.0,0.991,3.07,0.47,11.1,7,Medium Quality,Medium Quality
1,6.4,0.37,0.37,4.8,0.041,40.0,216.0,0.994,3.1,0.5,9.8,6,Medium Quality,Medium Quality
1,6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.991,3.27,0.69,11.4,7,Medium Quality,Medium Quality
0,7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.997,3.52,0.62,10.2,7,Medium Quality,Medium Quality
1,5.5,0.37,0.38,16.4,0.124,23.0,41.0,0.992,3.18,0.63,8.0,6,Medium Quality,Low Quality
1,9.6,0.31,0.22,9.4,0.08,66.0,6.0,0.994,3.12,0.47,10.3,5,Medium Quality,Medium Quality
1,6.8,0.31,0.42,6.9,0.046,50.0,173.0,0.996,3.19,0.46,9.0,5,Medium Quality,Medium Quality
1,5.9,0.26,0.29,5.4,0.046,34.0,116.0,0.992,3.24,0.41,11.4,6,Medium Quality,Medium Quality
0,6.2,0.64,0.09,2.5,0.081,15.0,26.0,0.995,3.57,0.63,12.0,5,Medium Quality,Medium Quality
1,7.1,0.28,0.35,3.5,0.028,35.0,91.0,0.99,2.96,0.33,12.1,5,Medium Quality,Medium Quality
0,7.6,0.08,0.17,5.5,0.094,35.0,123.0,0.99,3.06,0.69,12.1,5,Medium Quality,High Quality
1,8.5,0.24,0.47,15.2,0.057,40.0,234.0,1.0,3.02,0.66,9.0,5,Medium Quality,Medium Quality
1,6.4,0.24,0.5,11.6,0.047,60.0,211.0,0.997,3.18,0.57,9.3,5,Medium Quality,Medium Quality
0,7.2,0.55,0.35,3.4,0.073,12.0,80.0,0.995,3.04,0.39,9.5,6,Medium Quality,Medium Quality
0,6.8,0.24,0.08,15.5,0.061,17.0,132.0,0.994,3.41,0.57,9.0,6,Medium Quality,Medium Quality
1,7.8,0.18,0.21,3.7,0.063,33.0,171.0,0.995,3.44,0.36,12.8,4,Medium Quality,High Quality
1,5.6,0.19,0.26,1.4,0.03,12.0,76.0,0.99,3.25,0.37,10.9,7,Medium Quality,Medium Quality
0,7.8,0.44,0.37,7.0,0.088,19.0,32.0,0.995,3.43,0.49,10.8,5,Medium Quality,Medium Quality
1,8.0,0.52,0.46,3.9,0.115,8.0,165.0,0.993,3.24,0.74,11.6,7,Medium Quality,Low Quality
0,12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,10.2,5,Medium Quality,Medium Quality
0,8.7,0.29,0.52,1.6,0.113,12.0,37.0,0.997,3.25,0.58,9.5,5,Medium Quality,Medium Quality
1,6.5,0.27,0.19,4.2,0.046,6.0,114.0,0.996,3.25,0.35,8.6,4,Medium Quality,Medium Quality
0,6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.996,3.41,0.67,9.7,5,Medium Quality,Medium Quality
1,5.7,0.27,0.16,9.0,0.053,32.0,111.0,0.995,3.36,0.37,10.4,6,Medium Quality,Medium Quality
0,6.8,0.67,0.02,1.8,0.05,5.0,11.0,0.996,3.48,0.52,9.5,5,Medium Quality,Medium Quality
1,5.5,0.32,0.13,1.3,0.037,45.0,156.0,0.992,3.26,0.38,10.7,5,Medium Quality,Medium Quality
1,6.4,0.35,0.35,5.6,0.034,9.0,148.0,0.994,3.17,0.5,9.8,4,Medium Quality,Medium Quality
0,7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.996,3.32,0.68,11.1,6,Medium Quality,Medium Quality
0,6.6,0.67,0.5,0.6,0.011,26.0,116.0,0.992,3.56,0.54,12.2,5,Medium Quality,Medium Quality
1,8.0,0.29,0.21,8.4,0.078,1.0,102.0,0.992,3.18,0.39,10.0,4,Medium Quality,Medium Quality
1,6.8,0.25,0.24,4.6,0.053,41.0,211.0,0.996,3.37,0.67,9.5,6,Medium Quality,Medium Quality
1,7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.997,3.52,0.58,9.7,6,Medium Quality,Medium Quality
0,7.8,0.64,0.0,5.5,0.086,5.0,18.0,0.999,3.4,0.55,9.6,6,Medium Quality,Medium Quality
1,6.4,0.3,0.3,2.2,0.038,8.0,210.0,0.994,3.2,0.62,9.9,6,Medium Quality,Medium Quality
1,5.8,0.34,0.21,7.2,0.041,48.0,146.0,0.994,3.16,0.49,9.8,5,Medium Quality,Medium Quality
0,7.5,0.08,0.21,6.2,0.009,47.0,67.0,0.995,3.49,0.67,11.1,5,Medium Quality,Medium Quality
0,7.9,0.55,0.06,4.0,0.087,27.0,61.0,0.996,3.36,0.67,10.7,6,Medium Quality,Medium Quality
0,7.8,0.1,0.28,2.2,0.039,3.0,206.0,0.995,3.49,0.36,10.9,4,Medium Quality,Medium Quality
1,5.8,0.6,0.0,1.3,0.044,72.0,197.0,0.992,3.56,0.43,10.9,5,Medium Quality,Medium Quality
1,7.6,0.2,0.26,4.5,0.086,37.0,133.0,0.996,3.15,0.42,9.2,5,Medium Quality,Medium Quality
1,6.3,0.43,0.32,8.8,0.042,18.0,106.0,0.992,3.28,0.33,12.9,7,Medium Quality,High Quality
0,8.6,0.26,0.19,5.4,0.1,30.0,27.0,0.991,3.3,0.47,10.5,5,Medium Quality,Medium Quality
0,8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.997,3.25,0.5,9.8,5,Medium Quality,Medium Quality
1,7.0,0.31,0.31,9.1,0.036,45.0,140.0,0.992,2.98,0.31,12.0,7,Medium Quality,High Quality
1,6.8,0.22,0.3,13.6,0.055,50.0,180.0,0.998,3.44,0.39,9.8,5,Medium Quality,Medium Quality
1,5.8,0.08,0.48,8.2,0.074,39.0,18.0,0.998,3.37,0.79,10.0,3,Low Quality,Medium Quality
1,6.6,0.26,0.25,11.6,0.045,45.0,178.0,0.997,3.33,0.43,9.8,6,Medium Quality,Medium Quality
1,9.4,0.42,0.32,6.5,0.027,20.0,167.0,0.995,3.08,0.43,10.6,5,Medium Quality,Low Quality
1,6.4,0.15,0.29,1.8,0.044,21.0,115.0,0.992,3.1,0.38,10.2,5,Medium Quality,Medium Quality
0,7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.997,3.3,0.6,9.5,5,Medium Quality,Medium Quality
1,7.6,0.27,0.33,2.0,0.059,19.0,175.0,0.994,3.22,0.56,9.9,5,Medium Quality,Medium Quality
0,8.1,0.61,0.15,6.3,0.075,35.0,186.0,0.994,3.29,0.28,12.0,5,Medium Quality,Low Quality
1,7.4,0.18,0.34,2.7,0.03,30.0,107.0,0.992,2.97,0.53,11.0,6,Medium Quality,Medium Quality
1,6.3,0.21,0.4,1.7,0.031,48.0,134.0,0.992,3.42,0.49,11.5,6,Medium Quality,High Quality
0,7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.994,3.38,0.57,11.7,6,Medium Quality,Medium Quality
0,10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.995,2.98,0.63,11.8,8,High Quality,High Quality
0,9.9,0.29,0.27,6.6,0.137,35.0,69.0,0.991,3.04,0.42,9.1,7,Medium Quality,Low Quality
1,8.1,0.28,0.24,4.8,0.046,32.0,65.0,0.994,3.11,0.67,9.8,4,Medium Quality,Medium Quality
1,8.4,0.23,0.32,1.3,0.048,59.0,113.0,0.992,3.1,0.55,11.0,6,Medium Quality,Medium Quality
0,8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.997,3.38,0.66,11.6,7,Medium Quality,Medium Quality
1,6.4,0.12,0.3,1.1,0.031,37.0,94.0,0.99,3.01,0.56,11.7,6,Medium Quality,Medium Quality
0,9.2,0.43,0.31,4.2,0.021,39.0,92.0,0.997,3.31,0.56,9.3,6,Medium Quality,Medium Quality
1,7.9,0.1,0.23,7.0,0.036,57.0,129.0,0.998,3.44,0.77,10.0,6,Medium Quality,Medium Quality
1,6.4,0.26,0.4,1.7,0.179,5.0,60.0,0.992,3.09,0.54,10.1,5,Medium Quality,Medium Quality
0,8.0,0.08,0.28,8.0,0.079,1.0,206.0,1.001,3.47,0.4,10.6,6,Medium Quality,Medium Quality
1,6.3,0.08,0.2,16.3,0.071,30.0,163.0,0.996,3.22,0.39,12.5,6,Medium Quality,Medium Quality
1,7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.992,3.27,0.48,11.2,6,Medium Quality,Medium Quality
1,8.4,0.47,0.46,1.9,0.102,6.0,56.0,0.999,3.16,0.44,9.9,6,Medium Quality,Medium Quality
1,6.0,0.32,0.12,5.9,0.041,34.0,190.0,0.994,3.16,0.72,10.0,5,Medium Quality,Medium Quality
1,5.7,0.27,0.32,1.2,0.046,20.0,155.0,0.993,3.8,0.41,10.2,6,Medium Quality,Medium Quality
1,6.6,0.21,0.49,18.2,0.042,41.0,158.0,1.0,3.28,0.39,8.7,6,Medium Quality,Medium Quality
1,9.9,0.26,0.35,12.7,0.079,1.0,149.0,1.001,3.26,0.57,10.1,5,Medium Quality,Medium Quality
1,7.1,0.2,0.37,1.5,0.049,28.0,129.0,0.992,3.15,0.52,10.8,5,Medium Quality,Medium Quality
1,7.8,0.24,0.38,2.1,0.058,14.0,167.0,0.994,3.21,0.55,9.9,5,Medium Quality,Medium Quality
1,6.1,0.26,0.25,2.9,0.047,289.0,440.0,0.993,3.44,0.64,10.5,3,Low Quality,Low Quality
1,5.3,0.14,0.43,3.1,0.09,39.0,113.0,0.991,2.89,0.72,11.5,3,Low Quality,High Quality
1,8.2,0.4,0.48,13.7,0.042,59.0,169.0,0.999,3.1,0.52,9.4,5,Medium Quality,Medium Quality
1,6.4,0.3,0.16,7.5,0.05,55.0,191.0,0.996,3.17,0.49,9.0,5,Medium Quality,Medium Quality
1,6.4,0.17,0.27,1.5,0.037,20.0,98.0,0.992,3.46,0.42,11.0,7,Medium Quality,Medium Quality
1,6.6,0.17,0.34,0.6,0.016,60.0,143.0,0.996,3.08,0.74,10.2,4,Medium Quality,Medium Quality
1,6.6,0.31,0.49,7.7,0.05,52.0,220.0,0.996,3.12,0.45,8.8,5,Medium Quality,Medium Quality
1,6.9,0.56,0.26,10.9,0.06,55.0,193.0,0.997,3.21,0.44,9.4,5,Medium Quality,Medium Quality
1,6.7,0.31,0.32,14.5,0.038,6.0,79.0,0.994,3.14,0.34,12.5,5,Medium Quality,High Quality
1,7.2,0.12,0.23,9.1,0.08,43.0,129.0,0.995,3.4,0.43,9.2,5,Medium Quality,Medium Quality
1,6.6,0.15,0.38,6.0,0.088,33.0,142.0,0.994,3.26,0.68,10.9,6,Medium Quality,Medium Quality
1,6.4,0.17,0.34,1.5,0.091,42.0,135.0,0.994,3.25,0.49,9.6,7,Medium Quality,Medium Quality
1,7.1,0.43,0.3,6.6,0.025,15.0,138.0,0.991,3.18,0.46,12.6,6,Medium Quality,High Quality
1,9.0,0.24,0.02,11.5,0.083,14.0,102.0,0.991,3.3,0.34,10.7,6,Medium Quality,Low Quality
1,6.5,0.17,0.54,8.5,0.082,64.0,163.0,0.996,2.89,0.39,8.8,6,Medium Quality,Medium Quality
0,6.1,0.53,0.08,1.9,0.077,24.0,45.0,0.995,3.6,0.68,10.3,6,Medium Quality,Medium Quality
1,6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.996,3.14,0.41,8.9,5,Medium Quality,Medium Quality
1,7.3,0.71,0.43,11.7,0.031,25.0,53.0,0.998,3.04,0.55,11.3,7,Medium Quality,Low Quality
